CODES,SITE,PLOT,DATE,SAMPLE_ID,NUMBER_FLOWERS_COLLECTED,TO_SKIP,REPLICATES
FH,46,3,20200515,FH-46-03-20200515,51,,
FH,46,3,20200529,FH-46-03-20200529,5,,
FH,46,4,20200403,FH-46-04-20200403,100,,
FH,46,4,20200417,FH-46-04-20200417,76,,
FH,46,4,20200430,FH-46-04-20200430,26,,
FH,46,4,20200515,FH-46-04-20200515,60,,
FH,46,4,20200529,FH-46-04-20200529,5,,
FH,48,6,20200508,FH-48-06-20200508,7,,
FH,48,8,20200508,FH-48-08-20200508,4,,
FH,52,3,20200320,FH-52-03-20200320,93,,
FH,52,3,20200327,FH-52-03-20200327,100,,
FH,52,3,20200403,FH-52-03-20200403,130,,
FH,52,4,20200320,FH-52-04-20200320,27,,
FH,52,4,20200327,FH-52-04-20200327,12,,
FH,52,4,20200403,FH-52-04-20200403,9,,
FH,53,3,20200320,FH-53-03-20200320,17,,
FH,53,3,20200408,FH-53-03-20200408,104,,
FH,53,4,20200320,FH-53-04-20200320,18,,
FH,53,4,20200408,FH-53-04-20200408,99,,
FH,54,3,20190330,FH-54-03-20190330,90,,
FH,54,3,20190418,FH-54-03-20190418,31,,
FH,54,3,20190524,FH-54-03-20190524,35,,
FH,54,4,20190330,FH-54-04-20190330,100,,
FH,54,4,20190418,FH-54-04-20190418,102,,
FH,54,4,20190524,FH-54-04-20190524,59,,
FH,54,3,20200325,FH-54-03-20200325,6,,
FH,54,3,20200408,FH-54-03-20200408,11,,
FH,54,4,20200325,FH-54-04-20200325,10,,
FH,54,4,20200408,FH-54-04-20200408,14,,
FH,55,4,20200228,FH-55-04-20200228,100,,
FH,55,6,20200228,FH-55-06-20200228,100,,
FH,57,4,20190918,FH-57-04-20190918,2,,
FH,57,4,20191002,FH-57-04-20191002,1,,
FH,57,4,20191016,FH-57-04-20191016,1,,
FH,57,6,20190807,FH-57-06-20190807,2,,
FH,57,6,20190918,FH-57-06-20190918,1,,
FH,57,6,20191002,FH-57-06-20191002,1,,
FH,57,6,20191016,FH-57-06-20191016,1,,
FH,57,6,20191026,FH-57-06-20191026,1,,
FH,57,4,20200319,FH-57-04-20200319,1,,
FH,57,4,20200401,FH-57-04-20200401,2,,
FH,57,4,20200415,FH-57-04-20200415,8,,
FH,57,4,20200429,FH-57-04-20200429,2,,
FH,57,4,20200930,FH-57-04-20200930,1,,
FH,57,6,20200415,FH-57-06-20200415,2,,
FH,57,6,20200429,FH-57-06-20200429,2,,
FH,57,6,20200902,FH-57-06-20200902,1,,
FH,1,7,20200323,FH-01-07-20200323,44,,
FH,1,7,20200406,FH-01-07-20200406,41,,
FH,1,7,20200420,FH-01-07-20200420,10,,
FH,1,7,20200504,FH-01-07-20200504,9,,
FH,1,7,20200518,FH-01-07-20200518,9,,
FH,1,7,20200602,FH-01-07-20200602,2,,
FH,1,8,20200406,FH-01-08-20200406,7,,
FH,1,8,20200420,FH-01-08-20200420,1,,
FH,4,6,20200206,FH-04-06-20200206,43,,
FH,4,7,20200212,FH-04-07-20200212,17,,
FH,5,5,20200207,FH-05-05-20200207,103,,
FH,5,5,20200224,FH-05-05-20200224,100,,
FH,5,5,20200312,FH-05-05-20200312,105,,
FH,5,6,20200207,FH-05-06-20200207,110,,
FH,5,6,20200224,FH-05-06-20200224,105,,
FH,5,6,20200312,FH-05-06-20200312,103,,
FH,9,9,20200523,FH-09-09-20200523,2,,
FH,9,9,20200606,FH-09-09-20200606,1,,
FH,9,10,20200509,FH-09-10-20200509,15,,
FH,9,10,20200523,FH-09-10-20200523,6,,
FH,13,9,20200205,FH-13-09-20200205,3,,
FH,13,10,20200205,FH-13-10-20200205,3,,
FH,13,10,20200221,FH-13-10-20200221,1,,
FH,27,8,20200505,FH-27-08-20200505,2,,
FH,27,8,20200609,FH-27-08-20200609,1,,
FH,27,8,20200623,FH-27-08-20200623,1,,
FH,27,9,20200609,FH-27-09-20200609,1,,
FH,28,17,20180309,FH-28-17-20180309,44,,
FH,28,17,20180325,FH-28-17-20180325,55,,
FH,28,17,20180408,FH-28-17-20180408,56,,
FH,28,17,20180422,FH-28-17-20180422,9,,
FH,28,18,20180309,FH-28-18-20180309,138,,
FH,28,18,20180325,FH-28-18-20180325,106,,
FH,28,18,20180408,FH-28-18-20180408,107,,
FH,28,18,20180422,FH-28-18-20180422,43,,
FH,28,17,20190208,FH-28-17-20190208,2,,
FH,28,17,20190308,FH-28-17-20190308,4,,
FH,28,17,20190322,FH-28-17-20190322,11,,
FH,28,17,20190407,FH-28-17-20190407,13,,
FH,28,18,20190308,FH-28-18-20190308,1,,
FH,28,18,20190322,FH-28-18-20190322,7,,
FH,28,18,20190407,FH-28-18-20190407,17,,
FH,28,10,20200305,FH-28-10-20200305,8,,
FH,28,12,20200116,FH-28-12-20200116,21,,
FH,28,12,20200130,FH-28-12-20200130,30,,
FH,28,12,20200217,FH-28-12-20200217,98,,
FH,28,12,20200305,FH-28-12-20200305,100,,
FH,32,6,20200117,FH-32-06-20200117,2,,
FH,32,6,20200131,FH-32-06-20200131,10,,
FH,32,6,20200214,FH-32-06-20200214,8,,
FH,32,7,20200131,FH-32-07-20200131,1,,
FH,42,5,20200331,FH-42-05-20200331,15,,
FH,42,6,20200331,FH-42-06-20200331,8,,
FH,43,7,20200224,FH-43-07-20200224,5,,
FH,43,7,20200309,FH-43-07-20200309,12,,
FH,43,8,20200224,FH-43-08-20200224,2,,
FH,43,8,20200309,FH-43-08-20200309,25,,
FH,45,6,20200127,FH-45-06-20200127,3,,
FH,45,6,20200210,FH-45-06-20200210,48,,
FH,45,6,20200225,FH-45-06-20200225,73,,
FH,45,6,20200310,FH-45-06-20200310,11,,
FH,45,8,20200127,FH-45-08-20200127,2,,
FH,45,8,20200210,FH-45-08-20200210,19,,
FH,45,8,20200225,FH-45-08-20200225,29,,
FH,46,5,20200403,FH-46-05-20200403,91,,
FH,46,5,20200417,FH-46-05-20200417,40,,
FH,46,5,20200430,FH-46-05-20200430,35,,
FH,46,5,20200515,FH-46-05-20200515,31,,
FH,46,5,20200529,FH-46-05-20200529,2,,
FH,46,6,20200403,FH-46-06-20200403,95,,
FH,46,6,20200417,FH-46-06-20200417,45,,
FH,46,6,20200430,FH-46-06-20200430,34,,
FH,46,6,20200515,FH-46-06-20200515,31,,
FH,46,6,20200529,FH-46-06-20200529,3,,
FH,48,9,20200508,FH-48-09-20200508,6,,
FH,48,10,20200508,FH-48-10-20200508,5,,
FH,52,5,20200320,FH-52-05-20200320,4,,
FH,52,5,20200327,FH-52-05-20200327,5,,
FH,52,5,20200403,FH-52-05-20200403,21,,
FH,52,6,20200320,FH-52-06-20200320,61,,
FH,52,6,20200327,FH-52-06-20200327,53,,
FH,52,6,20200403,FH-52-06-20200403,42,,
FH,53,5,20200320,FH-53-05-20200320,27,,
FH,53,5,20200408,FH-53-05-20200408,107,,
FH,53,6,20200320,FH-53-06-20200320,13,,
FH,53,6,20200408,FH-53-06-20200408,81,,
FH,54,5,20190330,FH-54-05-20190330,66,,
FH,54,5,20190418,FH-54-05-20190418,77,,
FH,54,5,20190524,FH-54-05-20190524,36,,
FH,54,6,20190330,FH-54-06-20190330,9,,
FH,54,6,20190418,FH-54-06-20190418,24,,
FH,54,6,20190524,FH-54-06-20190524,42,,
FH,54,5,20200325,FH-54-05-20200325,61,,
FH,54,5,20200408,FH-54-05-20200408,32,,
FH,54,6,20200325,FH-54-06-20200325,39,,
FH,54,6,20200408,FH-54-06-20200408,40,,
FH,55,8,20200214,FH-55-08-20200214,24,,
FH,55,8,20200228,FH-55-08-20200228,100,,
FH,55,10,20200228,FH-55-10-20200228,9,,
FH,57,7,20190724,FH-57-07-20190724,1,,
FH,57,7,20190807,FH-57-07-20190807,3,,
FH,57,7,20190918,FH-57-07-20190918,4,,
FH,57,7,20191002,FH-57-07-20191002,6,,
FH,57,7,20191016,FH-57-07-20191016,4,,
FH,57,7,20191026,FH-57-07-20191026,1,,
FH,57,7,20191113,FH-57-07-20191113,3,,
FH,57,10,20190724,FH-57-10-20190724,9,,
FH,57,10,20190821,FH-57-10-20190821,9,,
FH,57,10,20190905,FH-57-10-20190905,2,,
FH,57,10,20190918,FH-57-10-20190918,3,,
FH,57,10,20191002,FH-57-10-20191002,4,,
FH,57,10,20191016,FH-57-10-20191016,5,,
FH,57,10,20191026,FH-57-10-20191026,1,,
FH,57,7,20200305,FH-57-07-20200305,2,,
FH,57,7,20200319,FH-57-07-20200319,3,,
FH,57,7,20200401,FH-57-07-20200401,8,,
FH,57,7,20200415,FH-57-07-20200415,9,,
FH,57,7,20200708,FH-57-07-20200708,2,,
FH,57,8,20200401,FH-57-08-20200401,3,,
FH,1,9,20200323,FH-01-09-20200323,1,,
FH,1,9,20200406,FH-01-09-20200406,4,,
FH,1,9,20200420,FH-01-09-20200420,8,,
FH,1,9,20200504,FH-01-09-20200504,3,,
FH,1,9,20200518,FH-01-09-20200518,4,,
FH,1,9,20200602,FH-01-09-20200602,1,,
FH,1,10,20200406,FH-01-10-20200406,3,,
FH,1,10,20200420,FH-01-10-20200420,1,,
FH,4,8,20200212,FH-04-08-20200212,24,,
FH,4,9,20200206,FH-04-09-20200206,17,,
FH,5,7,20200207,FH-05-07-20200207,30,,
FH,5,7,20200224,FH-05-07-20200224,30,,
FH,5,7,20200312,FH-05-07-20200312,62,,
FH,5,8,20200207,FH-05-08-20200207,105,,
FH,5,8,20200224,FH-05-08-20200224,105,,
FH,5,8,20200312,FH-05-08-20200312,105,,
FH,9,11,20200523,FH-09-11-20200523,3,,
FH,9,12,20200523,FH-09-12-20200523,1,,
FH,9,12,20200606,FH-09-12-20200606,1,,
FH,13,11,20200205,FH-13-11-20200205,10,,
FH,13,11,20200221,FH-13-11-20200221,8,,
FH,13,12,20200205,FH-13-12-20200205,2,,
FH,13,12,20200221,FH-13-12-20200221,5,,
FH,13,12,20200312,FH-13-12-20200312,2,,
FH,13,12,20200326,FH-13-12-20200326,3,,
FH,27,10,20200505,FH-27-10-20200505,1,,
FH,27,10,20200609,FH-27-10-20200609,1,,
FH,27,11,20200505,FH-27-11-20200505,2,,
FH,27,11,20200609,FH-27-11-20200609,1,,
FH,27,11,20200623,FH-27-11-20200623,3,,
FH,28,13,20200217,FH-28-13-20200217,10,,
FH,28,13,20200305,FH-28-13-20200305,26,,
FH,28,14,20200130,FH-28-14-20200130,1,,
FH,28,14,20200217,FH-28-14-20200217,6,,
FH,28,14,20200305,FH-28-14-20200305,8,,
FH,32,10,20200131,FH-32-10-20200131,1,,
FH,32,10,20200214,FH-32-10-20200214,1,,
FH,32,11,20200131,FH-32-11-20200131,1,,
FH,42,7,20200319,FH-42-07-20200319,14,,
FH,42,8,20200319,FH-42-08-20200319,26,,
FH,43,9,20200224,FH-43-09-20200224,1,,
FH,43,9,20200309,FH-43-09-20200309,19,,
FH,43,11,20200309,FH-43-11-20200309,7,,
FH,45,9,20200210,FH-45-09-20200210,1,,
FH,45,9,20200225,FH-45-09-20200225,4,,
FH,45,10,20200127,FH-45-10-20200127,5,,
FH,45,10,20200210,FH-45-10-20200210,27,,
FH,45,10,20200225,FH-45-10-20200225,34,,
FH,45,10,20200310,FH-45-10-20200310,2,,
FH,46,7,20200403,FH-46-07-20200403,100,,
FH,46,7,20200417,FH-46-07-20200417,41,,
FH,46,7,20200430,FH-46-07-20200430,30,,
FH,46,7,20200515,FH-46-07-20200515,26,,
FH,46,7,20200529,FH-46-07-20200529,3,,
FH,46,8,20200403,FH-46-08-20200403,100,,
FH,46,8,20200417,FH-46-08-20200417,38,,
FH,46,8,20200430,FH-46-08-20200430,26,,
FH,46,8,20200515,FH-46-08-20200515,21,,
FH,48,11,20200429,FH-48-11-20200429,11,,
FH,48,11,20200508,FH-48-11-20200508,10,,
FH,48,12,20200429,FH-48-12-20200429,30,,
FH,48,12,20200508,FH-48-12-20200508,25,,
FH,52,7,20200320,FH-52-07-20200320,55,,
FH,52,7,20200327,FH-52-07-20200327,40,,
FH,52,7,20200403,FH-52-07-20200403,49,,
FH,52,8,20200320,FH-52-08-20200320,24,,
FH,52,8,20200327,FH-52-08-20200327,21,,
FH,52,8,20200403,FH-52-08-20200403,40,,
FH,53,7,20200320,FH-53-07-20200320,21,,
FH,53,7,20200408,FH-53-07-20200408,132,,
FH,53,8,20200320,FH-53-08-20200320,20,,
FH,53,8,20200408,FH-53-08-20200408,129,,
FH,54,7,20190330,FH-54-07-20190330,11,,
FH,54,7,20190418,FH-54-07-20190418,6,,
FH,54,7,20190524,FH-54-07-20190524,6,,
FH,54,8,20190330,FH-54-08-20190330,72,,
FH,54,8,20190418,FH-54-08-20190418,69,,
FH,54,8,20190524,FH-54-08-20190524,47,,
FH,54,7,20200325,FH-54-07-20200325,10,,
FH,54,7,20200408,FH-54-07-20200408,8,,
FH,54,8,20200325,FH-54-08-20200325,67,,
FH,54,8,20200408,FH-54-08-20200408,84,,
FH,55,11,20200214,FH-55-11-20200214,7,,
FH,55,11,20200228,FH-55-11-20200228,19,,
FH,55,12,20200214,FH-55-12-20200214,9,,
FH,55,12,20200228,FH-55-12-20200228,92,,
FH,57,12,20190724,FH-57-12-20190724,9,,
FH,57,12,20190807,FH-57-12-20190807,11,,
FH,57,12,20190821,FH-57-12-20190821,25,,
FH,57,12,20190905,FH-57-12-20190905,14,,
FH,57,12,20190918,FH-57-12-20190918,14,,
FH,57,12,20191002,FH-57-12-20191002,11,,
FH,57,12,20191016,FH-57-12-20191016,5,,
FH,57,12,20191026,FH-57-12-20191026,5,,
FH,57,12,20191113,FH-57-12-20191113,4,,
FH,57,13,20190807,FH-57-13-20190807,2,,
FH,57,13,20190821,FH-57-13-20190821,1,,
FH,57,13,20190905,FH-57-13-20190905,2,,
FH,57,13,20190918,FH-57-13-20190918,3,,
FH,57,13,20191002,FH-57-13-20191002,1,,
FH,57,9,20200429,FH-57-09-20200429,1,,
FH,57,10,20200319,FH-57-10-20200319,4,,
FH,57,10,20200401,FH-57-10-20200401,2,,
FH,57,10,20200708,FH-57-10-20200708,3,,
FH,57,10,20200930,FH-57-10-20200930,3,,
FH,1,11,20200323,FH-01-11-20200323,90,,
FH,1,11,20200406,FH-01-11-20200406,100,,
FH,1,11,20200420,FH-01-11-20200420,32,,
FH,1,11,20200504,FH-01-11-20200504,17,,
FH,1,11,20200518,FH-01-11-20200518,23,,
FH,1,11,20200602,FH-01-11-20200602,2,,
FH,1,12,20200323,FH-01-12-20200323,5,,
FH,1,12,20200406,FH-01-12-20200406,23,,
FH,1,12,20200420,FH-01-12-20200420,13,,
FH,1,12,20200504,FH-01-12-20200504,2,,
FH,1,12,20200518,FH-01-12-20200518,4,,
FH,1,12,20200602,FH-01-12-20200602,1,,
FH,4,10,20200206,FH-04-10-20200206,20,,
FH,4,11,20200212,FH-04-11-20200212,11,,
FH,5,9,20200207,FH-05-09-20200207,105,,
FH,5,9,20200224,FH-05-09-20200224,105,,
FH,5,9,20200312,FH-05-09-20200312,105,,
FH,5,10,20200207,FH-05-10-20200207,105,,
FH,5,10,20200224,FH-05-10-20200224,105,,
FH,5,10,20200312,FH-05-10-20200312,105,,
FH,27,12,20200505,FH-27-12-20200505,2,,
FH,27,12,20200609,FH-27-12-20200609,6,,
FH,27,12,20200623,FH-27-12-20200623,7,,
FH,28,15,20200217,FH-28-15-20200217,6,,
FH,28,15,20200305,FH-28-15-20200305,22,,
FH,28,16,20200130,FH-28-16-20200130,2,,
FH,28,16,20200217,FH-28-16-20200217,12,,
FH,28,16,20200305,FH-28-16-20200305,48,,
FH,32,12,20200131,FH-32-12-20200131,3,,
FH,32,12,20200214,FH-32-12-20200214,2,,
FH,42,9,20200415,FH-42-09-20200415,13,,
FH,42,10,20200415,FH-42-10-20200415,12,,
FH,43,12,20200224,FH-43-12-20200224,1,,
FH,43,12,20200309,FH-43-12-20200309,28,,
FH,45,11,20200127,FH-45-11-20200127,5,,
FH,45,11,20200210,FH-45-11-20200210,29,,
FH,45,11,20200225,FH-45-11-20200225,52,,
FH,45,11,20200310,FH-45-11-20200310,1,,
FH,45,12,20200210,FH-45-12-20200210,20,,
FH,45,12,20200225,FH-45-12-20200225,62,,
FH,45,12,20200310,FH-45-12-20200310,5,,
FH,46,9,20200403,FH-46-09-20200403,100,,
FH,46,9,20200417,FH-46-09-20200417,79,,
FH,46,9,20200430,FH-46-09-20200430,38,,
FH,46,9,20200515,FH-46-09-20200515,35,,
FH,46,9,20200529,FH-46-09-20200529,6,,
FH,46,10,20200403,FH-46-10-20200403,100,,
FH,46,10,20200417,FH-46-10-20200417,45,,
FH,46,10,20200430,FH-46-10-20200430,28,,
FH,46,10,20200515,FH-46-10-20200515,28,,
FH,46,10,20200529,FH-46-10-20200529,2,,
FH,52,9,20200320,FH-52-09-20200320,74,,
FH,52,9,20200327,FH-52-09-20200327,33,,
FH,52,9,20200403,FH-52-09-20200403,33,,
FH,52,10,20200320,FH-52-10-20200320,90,,
FH,52,10,20200327,FH-52-10-20200327,51,,
FH,52,10,20200403,FH-52-10-20200403,42,,
FH,53,9,20200320,FH-53-09-20200320,26,,
FH,53,9,20200408,FH-53-09-20200408,106,,
FH,53,10,20200320,FH-53-10-20200320,22,,
FH,53,10,20200408,FH-53-10-20200408,135,,
FH,54,9,20190330,FH-54-09-20190330,50,,
FH,54,9,20190418,FH-54-09-20190418,36,,
FH,54,9,20190524,FH-54-09-20190524,30,,
FH,54,10,20190330,FH-54-10-20190330,26,,
FH,54,10,20190418,FH-54-10-20190418,41,,
FH,54,10,20190524,FH-54-10-20190524,20,,
FH,54,9,20200325,FH-54-09-20200325,51,,
FH,54,9,20200408,FH-54-09-20200408,79,,
FH,54,10,20200325,FH-54-10-20200325,22,,
FH,54,10,20200408,FH-54-10-20200408,47,,
FH,57,15,20190724,FH-57-15-20190724,6,,
FH,57,15,20190807,FH-57-15-20190807,3,,
FH,57,15,20190821,FH-57-15-20190821,4,,
FH,57,15,20190905,FH-57-15-20190905,2,,
FH,57,15,20190918,FH-57-15-20190918,1,,
FH,57,16,20190724,FH-57-16-20190724,5,,
FH,57,16,20190807,FH-57-16-20190807,1,,
FH,57,16,20190821,FH-57-16-20190821,2,,
FH,57,16,20190905,FH-57-16-20190905,3,,
FH,57,16,20190918,FH-57-16-20190918,4,,
FH,57,16,20191002,FH-57-16-20191002,1,,
FH,57,12,20200305,FH-57-12-20200305,1,,
FH,57,12,20200319,FH-57-12-20200319,1,,
FH,57,12,20200401,FH-57-12-20200401,1,,
FH,57,12,20200415,FH-57-12-20200415,5,,
FH,57,12,20200429,FH-57-12-20200429,2,,
FH,57,12,20200708,FH-57-12-20200708,3,,
FH,57,12,20200722,FH-57-12-20200722,3,,
FH,57,12,20200902,FH-57-12-20200902,5,,
FH,57,12,20200916,FH-57-12-20200916,3,,
FH,57,12,20200930,FH-57-12-20200930,6,,
FH,57,13,20200305,FH-57-13-20200305,1,,
FH,57,13,20200319,FH-57-13-20200319,3,,
FH,57,13,20200401,FH-57-13-20200401,9,,
FH,57,13,20200415,FH-57-13-20200415,15,,
FH,57,13,20200429,FH-57-13-20200429,3,,
FH,57,13,20200513,FH-57-13-20200513,5,,
FH,57,13,20200527,FH-57-13-20200527,3,,
FH,57,13,20200722,FH-57-13-20200722,1,,
FH,57,13,20200930,FH-57-13-20200930,1,,
FH,4,12,20200212,FH-04-12-20200212,10,,
FH,5,11,20200207,FH-05-11-20200207,36,,
FH,5,11,20200224,FH-05-11-20200224,105,,
FH,5,11,20200312,FH-05-11-20200312,105,,
FH,5,12,20200207,FH-05-12-20200207,37,,
FH,5,12,20200224,FH-05-12-20200224,64,,
FH,5,12,20200312,FH-05-12-20200312,88,,
FH,28,17,20200130,FH-28-17-20200130,3,,
FH,28,17,20200217,FH-28-17-20200217,7,,
FH,28,17,20200305,FH-28-17-20200305,22,,
FH,28,18,20200305,FH-28-18-20200305,19,,
FH,46,11,20200403,FH-46-11-20200403,100,,
FH,46,11,20200417,FH-46-11-20200417,59,,
FH,46,11,20200430,FH-46-11-20200430,48,,
FH,46,11,20200515,FH-46-11-20200515,22,,
FH,46,11,20200529,FH-46-11-20200529,7,,
FH,46,12,20200403,FH-46-12-20200403,100,,
FH,46,12,20200417,FH-46-12-20200417,28,,
FH,46,12,20200430,FH-46-12-20200430,17,,
FH,46,12,20200515,FH-46-12-20200515,18,,
FH,46,12,20200529,FH-46-12-20200529,3,,
FH,52,11,20200320,FH-52-11-20200320,50,,
FH,52,11,20200327,FH-52-11-20200327,29,,
FH,52,11,20200403,FH-52-11-20200403,21,,
FH,52,12,20200320,FH-52-12-20200320,100,,
FH,52,12,20200327,FH-52-12-20200327,88,,
FH,52,12,20200403,FH-52-12-20200403,64,,
FH,53,11,20200320,FH-53-11-20200320,46,,
FH,53,11,20200408,FH-53-11-20200408,122,,
FH,53,12,20200320,FH-53-12-20200320,13,,
FH,53,12,20200408,FH-53-12-20200408,132,,
FH,54,11,20190330,FH-54-11-20190330,93,,
FH,54,11,20190418,FH-54-11-20190418,89,,
FH,54,11,20190524,FH-54-11-20190524,24,,
FH,54,12,20190418,FH-54-12-20190418,1,,
FH,54,12,20190524,FH-54-12-20190524,28,,
FH,54,11,20200325,FH-54-11-20200325,43,,
FH,54,11,20200408,FH-54-11-20200408,74,,
FH,54,12,20200325,FH-54-12-20200325,31,,
FH,54,12,20200408,FH-54-12-20200408,58,,
FH,57,18,20190807,FH-57-18-20190807,1,,
FH,57,15,20200401,FH-57-15-20200401,2,,
FH,57,15,20200415,FH-57-15-20200415,1,,
FH,57,15,20200429,FH-57-15-20200429,1,,
FH,57,15,20200513,FH-57-15-20200513,1,,
FH,57,15,20200527,FH-57-15-20200527,1,,
FH,57,16,20200319,FH-57-16-20200319,1,,
FH,57,16,20200401,FH-57-16-20200401,3,,
FH,57,16,20200415,FH-57-16-20200415,7,,
FH,57,16,20200429,FH-57-16-20200429,1,,
FH,57,16,20200722,FH-57-16-20200722,2,,
FH,57,16,20200916,FH-57-16-20200916,1,,
FH,57,16,20200930,FH-57-16-20200930,2,,
FH,57,18,20200219,FH-57-18-20200219,1,,
FH,57,18,20200305,FH-57-18-20200305,3,,
FH,57,18,20200319,FH-57-18-20200319,3,,
FH,57,18,20200401,FH-57-18-20200401,7,,
FH,57,18,20200415,FH-57-18-20200415,2,,
FH,13,8,20210312,FH-13-08-20210312,1,,
FH,2,13,20180405,FH-02-13-20180405,26,,
FH,2,13,20180420,FH-02-13-20180420,100,,
FH,2,14,20180405,FH-02-14-20180405,55,,
FH,2,14,20180420,FH-02-14-20180420,144,,
FH,2,15,20180420,FH-02-15-20180420,2,,
FH,2,16,20180405,FH-02-16-20180405,8,,
FH,2,16,20180420,FH-02-16-20180420,58,,
FH,2,18,20180405,FH-02-18-20180405,16,,
FH,2,18,20180420,FH-02-18-20180420,60,,
FH,1,1,20180409,FH-01-01-20180409,16,,
FH,1,1,20180423,FH-01-01-20180423,100,,
FH,1,1,20180507,FH-01-01-20180507,17,,
FH,1,1,20180518,FH-01-01-20180518,13,,
FH,1,2,20180409,FH-01-02-20180409,17,,
FH,1,2,20180423,FH-01-02-20180423,100,,
FH,1,2,20180507,FH-01-02-20180507,68,,
FH,1,2,20180518,FH-01-02-20180518,50,,
FH,1,1,20190401,FH-01-01-20190401,17,,
FH,1,1,20190415,FH-01-01-20190415,55,,
FH,1,1,20190429,FH-01-01-20190429,45,,
FH,1,1,20190513,FH-01-01-20190513,43,,
FH,1,1,20190528,FH-01-01-20190528,48,,
FH,1,2,20190401,FH-01-02-20190401,28,,
FH,1,2,20190415,FH-01-02-20190415,66,,
FH,1,2,20190429,FH-01-02-20190429,33,,
FH,1,2,20190513,FH-01-02-20190513,32,,
FH,1,2,20190528,FH-01-02-20190528,35,,
FH,2,1,20180316,FH-02-01-20180316,1,,
FH,2,1,20180405,FH-02-01-20180405,11,,
FH,2,1,20180420,FH-02-01-20180420,30,,
FH,2,5,20180316,FH-02-05-20180316,5,,
FH,2,5,20180405,FH-02-05-20180405,70,,
FH,2,5,20180420,FH-02-05-20180420,87,,
FH,2,5,20190221,FH-02-05-20190221,15,,
FH,4,1,20180306,FH-04-01-20180306,100,,
FH,4,1,20180321,FH-04-01-20180321,100,,
FH,4,2,20180306,FH-04-02-20180306,100,,
FH,4,2,20180321,FH-04-02-20180321,100,,
FH,4,1,20190208,FH-04-01-20190208,25,,
FH,4,1,20190221,FH-04-01-20190221,55,,
FH,4,2,20190208,FH-04-02-20190208,25,,
FH,4,2,20190221,FH-04-02-20190221,35,,
FH,5,1,20180411,FH-05-01-20180411,101,,
FH,5,1,20180426,FH-05-01-20180426,101,,
FH,5,2,20180411,FH-05-02-20180411,101,,
FH,5,2,20180426,FH-05-02-20180426,101,,
FH,5,1,20190312,FH-05-01-20190312,100,,
FH,5,2,20190312,FH-05-02-20190312,100,,
FH,6,1,20180328,FH-06-01-20180328,71,,
FH,6,1,20180412,FH-06-01-20180412,72,,
FH,6,1,20180425,FH-06-01-20180425,34,,
